17	42	1
17	43	1
17	44	1
17	45	1
17	46	1
17	47	1
17	48	1
17	49	1
17	50	1
17	51	1
17	52	1
17	53	1
17	54	1
17	55	1
17	56	1
17	57	1
17	58	1
17	59	1
18	37	1
18	38	1
18	39	1
18	40	1
18	41	1
18	42	1
18	43	1
18	44	0.2
18	45	0.2
18	46	0.2
18	47	0.2
18	48	0.2
18	49	0.2
18	50	0.2
18	51	0.2
18	52	0.2
18	53	0.2
18	54	0.2
18	55	0.2
18	56	1
18	57	1
18	58	1
18	59	1
18	60	1
18	61	1
18	62	1
18	63	1
18	64	1
19	33	1
19	34	1
19	35	1
19	36	1
19	37	1
19	38	0.2
19	39	0.2
19	40	0.2
19	41	0.2
19	42	0.2
19	43	0.2
19	44	0.2
19	45	0.2
19	46	0.2
19	47	0.2
19	48	0.2
19	49	0.2
19	50	0.2
19	51	0.2
19	52	0.2
19	53	0.2
19	54	0.2
19	55	0.2
19	56	0.2
19	57	0.2
19	58	0.2
19	59	0.2
19	60	0.2
19	61	0.2
19	62	1
19	63	1
19	64	1
19	65	1
19	66	1
19	67	1
19	68	1
20	31	1
20	32	1
20	33	1
20	34	0.2
20	35	0.2
20	36	0.2
20	37	0.2
20	38	0.2
20	39	0.2
20	40	0.2
20	41	0.2
20	42	0.2
20	43	0.2
20	44	0.2
20	45	0.2
20	46	0.2
20	47	0.2
20	48	0.2
20	49	0.2
20	50	0.2
20	51	0.2
20	52	0.2
20	53	0.2
20	54	0.2
20	55	0.2
20	56	0.2
20	57	0.2
20	58	0.2
20	59	0.2
20	60	0.2
20	61	0.2
20	62	0.2
20	63	0.2
20	64	0.2
20	65	0.2
20	66	1
20	67	1
20	68	1
20	69	1
20	70	1
21	28	1
21	29	1
21	30	1
21	31	0.2
21	32	0.2
21	33	0.2
21	34	0.2
21	35	0.2
21	36	0.2
21	37	0.2
21	38	0.2
21	39	0.2
21	40	0.2
21	41	0.2
21	42	0.2
21	43	0.2
21	44	0.2
21	45	0.2
21	46	0.2
21	47	0.2
21	48	0.2
21	49	0.2
21	50	0.2
21	51	0.2
21	52	0.2
21	53	0.2
21	54	0.2
21	55	0.2
21	56	0.2
21	57	0.2
21	58	0.2
21	59	0.2
21	60	0.2
21	61	0.2
21	62	0.2
21	63	0.2
21	64	0.2
21	65	0.2
21	66	0.2
21	67	0.2
21	68	0.2
21	69	1
21	70	1
21	71	1
21	72	1
21	73	1
22	26	1
22	27	1
22	28	1
22	29	0.2
22	30	0.2
22	31	0.2
22	32	0.2
22	33	0.2
22	34	0.2
22	35	0.2
22	36	0.2
22	37	0.2
22	38	0.2
22	39	0.2
22	40	0.2
22	41	0.2
22	42	0.2
22	43	0.2
22	44	0.2
22	45	0.2
22	46	0.2
22	47	0.2
22	48	0.2
22	49	0.2
22	50	0.2
22	51	0.2
22	52	0.2
22	53	0.2
22	54	0.2
22	55	0.2
22	56	0.2
22	57	0.2
22	58	0.2
22	59	0.2
22	60	0.2
22	61	0.2
22	62	0.2
22	63	0.2
22	64	0.2
22	65	0.2
